StudyID,ArticleCounter,ExperimentCounter,No.,CoderID,ArticleID,StudyNo,StudyType,Experimental_Drug,Manipulation,EffectSizeID,Year,PublicationStatus,PublicationType,Journal,Title,Author,CorrespondenceEmail,DOI,ArticleSource,CountryofOrigin,Continent,SampleNo,SampleSize,Female,FemaleRatio,MeanAge,StudyDesign,IBASampleInfo,IBASampleRandomization,IBAInclusion,IBAExclusion,IBAManipulationInfo,IBADVInfo,IBABaselineTraumaHistory,IBADiaryCodingReliability,IBAAnalysisPlan,IBAPeerReviewed,IBATraumaManipulationCheck,TotalIBAScore,StatExtracted,ExperimentalCondition,Level1_ExperimentalCondition,Intrusion_Predicted_Direction,ComparisonCondition,Level1_ComparisonCondition,Level2_final,Level3_Type_final,Level3_Task_Instruction_final,ComparisonType,ExperimentalConditionSampleSize,ComparisonConditionSampleSize,StudySampleSize,TimeOfManipulation,TraumaInductionStimuli,EncodingTask,StimuliNo.,StimuliDuration,DependentVariables,DependentVariablesType,DVTask,ModeOfMeasurement,TimeOfMeasurement,MeasurementDuration,Intrusion_Retro_or_RealTime,Intrusion_Content,ManipulationBeneficial,ResultSummary,PhysioMeasures,ClinicalSymptomMeasures,VoluntaryMemoryMeasure,VoluntaryMemoryDirection,Experimental_Mean,Experimental_SE,Experimental_SD,Comparison_Mean,Comparison_SE,Comparison_SD,GroupDifference,T-test,Z-test,pvalue,EffectSize,EffectSizeType,Notes,Mo_Windy_Common,Notes_fromWindy,DirectionSign,DirectionSignMo,TraumaStimuliType,Physio_binary,Level3_Beh_Pharma_Neuro,Level3_Direct_Indirect,Level3_Imagery_Verbal_Emotion_Other,Level3_Task_Instruction
98,,,392,MMV & SZ,84,1,Behavioural,NA,Field perspective recall,392,2019,Published,Journal Article,Cognition and Emotion,vantage perspective in analogue trauma memories: an experimental study,"Mooren, Nora; Krans, Julie; Naring, Gerard; van Minnen, Agnes",n.mooren@uu.nl,10.1080/02699931.2018.1538010,Web of Science,Netherlands,Europe,3,85,85,1,21.27,Between-subject,1,0,1,1,1,1,1,0,1,1,1,9,"Table 1, page 1266",Field perspective recall,Field perspective recall,Increase,Neutral memory recall,Control (neutral memory recall),Field perspective recall,Direct Imagery,Task,Experimental Task,24,27,51,Immediate Post,Eyewitness report of real-life road traffic accidents,Trauma analogue induction,4,11min 42s,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image,Negative,"Field perspective increased the frequency of intrusions, compared to control group",NA,STAI-S,No,NA,5.48,Not provided,6.62,2.41,Not provided,3.2,3.07,Not provided,NA,0.01,Not provided,Not provided,"b =.82, X2 (1, N=77)=6.51",1,"This paper, the intrusion includes both visual intrusions and visual+verbal intrusion. But the analysis only focused on the total (i.e., (only visual) + (visual+verbal combination)). In this case should we code them seprately?",,,Audio,No,Behavioural,Direct,Imagery,Task
98,,,393,MMV & SZ,84,1,Behavioural,NA,Field perspective recall,393,2019,Published,Journal Article,Cognition and Emotion,vantage perspective in analogue trauma memories: an experimental study,"Mooren, Nora; Krans, Julie; Naring, Gerard; van Minnen, Agnes",n.mooren@uu.nl,10.1080/02699931.2018.1538010,Web of Science,Netherlands,Europe,3,85,85,1,21.27,Between-subject,1,0,1,1,1,1,1,0,1,1,1,9,"Table 1, page 1266",Field perspective recall,Field perspective recall,Increase,Observer perspective recall,Observer perspective recall,Field vs. Observer perspective recall,Direct Imagery,Task,Experimental Task,24,26,50,Immediate Post,Eyewitness report of real-life road traffic accidents,Trauma analogue induction,4,11min 42s,IES Intrusion subscale score,Intrusion symptoms,IES (Intrusion subscale),Self-report questionnaire,8th day post trauma film,NA,Retrospective,NA,Negative,Field perspective had higher score on IES intrusion subscale than observer perspective,NA,STAI-S,No,NA,5.65,Not provided,2.79,2.96,Not provided,2.9,2.69,Not provided,NA,0.05,Not provided,Not provided,,1,"This paper, the intrusion includes both visual intrusions and visual+verbal intrusion. But the analysis only focused on the total (i.e., (only visual) + (visual+verbal combination)). In this case should we code them seprately?",,,Audio,No,Behavioural,Direct,Imagery,Task
98,,,394,MMV & SZ,84,1,Behavioural,NA,Observer perspective recall,394,2019,Published,Journal Article,Cognition and Emotion,vantage perspective in analogue trauma memories: an experimental study,"Mooren, Nora; Krans, Julie; Naring, Gerard; van Minnen, Agnes",n.mooren@uu.nl,10.1080/02699931.2018.1538010,Web of Science,Netherlands,Europe,3,85,85,1,21.27,Between-subject,1,0,1,1,1,1,1,0,1,1,1,9,"Table 1, page 1266",Observer perspective recall,Observer perspective recall,Unspecified,Neutral memory recall,Control (neutral memory recall),Observer perspective recall,Direct Imagery,Task,Experimental Task,26,27,53,Immediate Post,Eyewitness report of real-life road traffic accidents,Trauma analogue induction,4,11min 42s,IES Intrusion subscale score,Intrusion symptoms,IES (Intrusion subscale),Self-report questionnaire,8th day post trauma film,NA,Retrospective,NA,Null,Both conditions did not significantly in terms of IES intrusion subscale,NA,STAI-S,No,NA,2.96,Not provided,2.9,3.89,Not provided,3.57,-0.93,Not provided,NA,0.28,Not provided,Not provided,,1,"This paper, the intrusion includes both visual intrusions and visual+verbal intrusion. But the analysis only focused on the total (i.e., (only visual) + (visual+verbal combination)). In this case should we code them seprately?",,,Audio,No,Behavioural,Direct,Imagery,Task
98,,,395,MMV & SZ,84,1,Behavioural,NA,Field perspective recall,395,2019,Published,Journal Article,Cognition and Emotion,vantage perspective in analogue trauma memories: an experimental study,"Mooren, Nora; Krans, Julie; Naring, Gerard; van Minnen, Agnes",n.mooren@uu.nl,10.1080/02699931.2018.1538010,Web of Science,Netherlands,Europe,3,85,85,1,21.27,Between-subject,1,0,1,1,1,1,1,0,1,1,1,9,"Table 1, page 1266",Field perspective recall,Field perspective recall,Increase,Neutral memory recall,Control (neutral memory recall),Field perspective recall,Direct Imagery,Task,Experimental Task,24,27,51,Immediate Post,Eyewitness report of real-life road traffic accidents,Trauma analogue induction,4,11min 42s,IES Intrusion subscale score,Intrusion symptoms,IES (Intrusion subscale),Self-report questionnaire,8th day post trauma film,NA,Retrospective,NA,Negative,field perspective condition score higher on IES-intrusion than the control perspective,NA,STAI-S,No,NA,5.65,Not provided,2.79,3.89,Not provided,3.57,1.76,Not provided,NA,0.05,Not provided,Not provided,,1,"This paper, the intrusion includes both visual intrusions and visual+verbal intrusion. But the analysis only focused on the total (i.e., (only visual) + (visual+verbal combination)). In this case should we code them seprately?",,,Audio,No,Behavioural,Direct,Imagery,Task
99,1,1,396,MMV & SZ,85,1,Behavioural,NA,Sleep,396,2019,Published,Journal Article,Translational Psychiatry,investigation of the impact of total sleep deprivation at home on the number of intrusive memories to an analogue trauma,"Porcheret, Kate; van Heugten-van der Kloet, Dalena; Goodwin, Guy M.; Foster, Russell G.; Wulff, Katharina; Holmes, Emily A.",kate.porcheret@ndcn.ox.ac.uk,10.1038/s41398-019-0403-z,Web of Science,England,Europe,2,50,14,0.28,25.16,Between-subject,1,1,1,1,1,1,0,1,1,1,1,10,"Page 6, Table 2",Sleep,Sleep,Increase,Sleep Deprivation (one night),No sleep,Sleep,Indirect Other,Task,Experimental Task,24,26,50,Immediate Post,Trauma Film,Trauma Film,11,15 minutes,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,Same day post trauma film,6 days,Real Time,Image,Null,Both conditions did not significantly in terms of intrusion frequency,PSG,NA,Yes,Positive,5.25,Not provided,7.05,5.58,Not provided,6.14,-0.33,Not provided,-0.5,0.62,Not provided,Not provided,,1,,,,Film,Yes,Behavioural,Indirect,Other,Task
99,,,397,MMV & SZ,85,1,Behavioural,NA,Sleep,397,2019,Published,Journal Article,Translational Psychiatry,investigation of the impact of total sleep deprivation at home on the number of intrusive memories to an analogue trauma,"Porcheret, Kate; van Heugten-van der Kloet, Dalena; Goodwin, Guy M.; Foster, Russell G.; Wulff, Katharina; Holmes, Emily A.",kate.porcheret@ndcn.ox.ac.uk,10.1038/s41398-019-0403-z,Web of Science,England,Europe,2,50,14,0.28,25.16,Between-subject,1,1,1,1,1,1,0,1,1,1,1,10,Page 6,Sleep,Sleep,Increase,Sleep Deprivation (one night),No sleep,Sleep,Indirect Other,Task,Experimental Task,24,26,50,Immediate Post,Trauma Film,Trauma Film,11,15 minutes,Mean Emotional Distress,Emotion,Intrusion diary,Intrusion diary,Same day post trauma film,6 days,Real Time,Image,Null,Both conditions did not significantly in terms of emotional distress,PSG,NA,Yes,Positive,2.32,Not provided,2.32,1.93,Not provided,1.94,0.39,t = 0.48,NA,0.64,Not provided,Not provided,,1,,,,Film,Yes,Behavioural,Indirect,Other,Task
99,,,398,MMV & SZ,85,1,Behavioural,NA,Sleep,398,2019,Published,Journal Article,Translational Psychiatry,investigation of the impact of total sleep deprivation at home on the number of intrusive memories to an analogue trauma,"Porcheret, Kate; van Heugten-van der Kloet, Dalena; Goodwin, Guy M.; Foster, Russell G.; Wulff, Katharina; Holmes, Emily A.",kate.porcheret@ndcn.ox.ac.uk,10.1038/s41398-019-0403-z,Web of Science,England,Europe,2,50,14,0.28,25.16,Between-subject,1,1,1,1,1,1,0,1,1,1,1,10,Page 6,Sleep,Sleep,Increase,Sleep Deprivation (one night),No sleep,Sleep,Indirect Other,Task,Experimental Task,24,26,50,Immediate Post,Trauma Film,Trauma Film,11,15 minutes,IES-R Intrusion subscale score,Intrusion symptoms,IES-R (Intrusion subscale),Self-report questionnaire,3rd day post trauma film,NA,Retrospective,Image,Null,Both conditions did not significantly in terms of intrusion subscale ies-r,PSG,NA,Yes,Positive,0.61,Not provided,0.45,0.71,Not provided,0.57,-0.1,t = 0.68,NA,0.5,Not provided,Not provided,,1,,,,Film,Yes,Behavioural,Indirect,Other,Task
100,1,1,399,SZ,86,1,Behavioural,NA,Verbal interference task during encoding,399,2009,Published,Journal Article,Memory,Count out your intrusions: effects of verbal encoding on intrusive memories,"Krans, Julie; Naring, Gerard; Becker, Eni S.",?J.Krans@psych.ru.nl,10.1080/09658210903130780,Web of Science,Netherlands,Europe,3,76,65,0.855263158,21.84,Between-subject,1,1,1,1,1,1,1,0,1,1,1,10,"page 813, Table 1",Verbal interference task during encoding,Number counting,Increase,No-task during encoding,No-Task,Number counting,Indirect Verbal,Task,No-Task,29,23,52,Peri,Trauma film,Trauma film,3,6min48s,Intrusion Frequency,Involuntary memory,1-week diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image,Null,"?The verbal interference
condition was not significantly different from the no-task-control condition with regard to intrusion frequency",NA,NA,Yes,Mixed,2.38,,2.53,3.83,,3.27,-1.45,?t(50)=1.80,,0.08,0.5,Cohen's d,"Here they have the mean sd for adjusted ones (with half sample size, indicated by df), should we ask them for the raw statistics?; raw stats and sample size info provided by author via email",0,,,,Film,No,Behavioural,Indirect,Verbal,Task
100,,,400,SZ,86,1,Behavioural,NA,Verbal enhancement task during encoding,400,2009,Published,Journal Article,Memory,Count out your intrusions: effects of verbal encoding on intrusive memories,"Krans, Julie; Naring, Gerard; Becker, Eni S.",?J.Krans@psych.ru.nl,10.1080/09658210903130780,Web of Science,Netherlands,Europe,3,76,65,0.855263158,21.84,Between-subject,1,1,1,1,1,1,1,0,1,1,1,10,"page 813, Table 1",Verbal enhancement task during encoding,Verbalization during encoding,Decrease,No-task during encoding,No-Task,Verbalization during encoding,Direct Verbal,Task,No-Task,24,23,47,Peri,Trauma film,Trauma film,3,6min48s,Intrusion Frequency,Involuntary memory,1-week diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image,Null,"?The verbal enhancement
condition was not significantly different from the no-task-control condition with regard to intrusion frequency",NA,NA,Yes,Null,2.96,,2.39,3.83,,3.27,-0.87,?corrected t(40.17) =  1.04,,0.3,Not provided,Not provided,"Here they have the mean sd for adjusted ones (with half sample size, indicated by df), should we ask them for the raw statistics?; raw stats and sample size info provided by author via email",0,,,,Film,No,Behavioural,Direct,Verbal,Task
101,1,1,401,SZ,87,1,Behavioural,NA,Recognition test,401,2009,Published,Journal Article,Behaviour Research and Therapy,Tell me more: can a memory test reduce analogue traumatic intrusions?,"Krans, Julie; Naring, Gerard; Holmes, Emily A.; Becker, Eni S.",?j.krans@psych.ru.nl,10.1016/j.brat.2009.01.009,Web of Science,Netherlands,Europe,1,52,37,0.711538462,19.83,Within-subject,1,1,1,1,1,1,1,0,0,1,1,9,page 428,Recognition memory task,Memory test,Decrease,No-task,No-Task,Memory test,Direct Verbal,Task,No-Task,52,52,52,Immediate Post,Trauma film,Trauma film,4,11min38s,Intrusion Frequency,Involuntary memory,1-week diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image,Positive,"?participants reported fewer intrusive images from scenes for which they had received the recognition memory test, compared to scenes for which they had not received the recognition memory test,",NA,NA,Yes,,0.46,,0.73,0.79,,1.06,-0.33,"?F (1, 48) = 5.67",,0.02,0.11,partial eta squared,,0,,,,Film,No,Behavioural,Direct,Verbal,Task
101,,,402,SZ,87,1,Behavioural,NA,Recognition test,402,2009,Published,Journal Article,Behaviour Research and Therapy,Tell me more: can a memory test reduce analogue traumatic intrusions?,"Krans, Julie; Naring, Gerard; Holmes, Emily A.; Becker, Eni S.",?j.krans@psych.ru.nl,10.1016/j.brat.2009.01.009,Web of Science,Netherlands,Europe,1,52,37,0.711538462,19.83,Within-subject,1,1,1,1,1,1,1,0,0,1,1,9,page 428,Recognition memory task,Memory test,Decrease,No-task,No-Task,Memory test,Direct Verbal,Task,No-Task,44,44,44,Immediate Post,Trauma film,Trauma film,4,11min38s,Mean Emotional Distress,Emotion,1-week diary,Intrusion diary,Same day post trauma film,7 days,Real Time,NA,Null,No group difference on the intrusion-related distress (mean) between recognition-test condition and no-task condition,NA,NA,Yes,,15.69,,19.14,19.29,,21.89,-3.6,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,No,Behavioural,Direct,Verbal,Task
101,,,403,SZ,87,1,Behavioural,NA,Recognition test,403,2009,Published,Journal Article,Behaviour Research and Therapy,Tell me more: can a memory test reduce analogue traumatic intrusions?,"Krans, Julie; Naring, Gerard; Holmes, Emily A.; Becker, Eni S.",?j.krans@psych.ru.nl,10.1016/j.brat.2009.01.009,Web of Science,Netherlands,Europe,1,52,37,0.711538462,19.83,Within-subject,1,1,1,1,1,1,1,0,0,1,1,9,page 428,Recognition memory task,Memory test,Decrease,No-task,No-Task,Memory test,Direct Verbal,Task,No-Task,44,44,44,Immediate Post,Trauma film,Trauma film,4,11min38s,Sum Emotional Distress,Emotion,1-week diary,Intrusion diary,Same day post trauma film,7 days,Real Time,NA,Null,No group difference on the intrusion-related distress (sum) between recognition-test condition and no-task condition,NA,NA,Yes,,51.53,,75.5,74.58,,103.91,-23.05,Not provided,,Not provided,Not provided,Not provided,,0,,,,Film,No,Behavioural,Direct,Verbal,Task
102,1,1,404,MMV,88,1,Pharmacological,Oxytocin,Oxytocin,404,2019,Published,Journal Article,Psychotherapy and Psychosomatics,trauma disclosure moderates the effects of oxytocin on intrusions and neural responses to fear,"Scheele, Dirk;Lieberz, Jana;Goertzen-Patin, Alexandra;Engels, Christine;Schneider, L?a;Stoffel-Wagner, Birgit;Becker, Benjamin;Hurlemann, Ren_",Dirk-Schelle@gmx.de,10.1159/000496056,PsycInfo & ProQuest,Germany,Europe,2,62,62,1,23.31,Between-subject,1,1,1,1,1,1,0,0,1,1,1,9,Page 1,Oxytocin,Oxytocin,Decrease,Placebo,Placebo,Oxytocin,Pharmacological,Task,Experimental Task,32,30,62,Immediate Post,Trauma Film,Trauma Film,Not Reported,15 minutes,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,Same day post trauma film,??,Real Time,Not Provided,Null,Both conditions did not significantly in terms of intrusion frequency,"EDA, pupil size, respiration rate, fmri, eye-tracker",NA,No,NA,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,#VALUE!,Not provided,NA,Not provided,Not provided,Not provided,"Took oxytocin/placebo consecutively for 6 days so what's time of manipulation (one group of subjects), another group took it only for 3 days as researchers wanted to test short term and long lasting effect of oxytocin. Same trauma film was shown on both day 0 and day 3 and diary was done between day 0-5 and analyzed separately for day 0-3 and and and 3-5 so should we have two separate rows for this study? Contact authors for data and consult Dr. Hu on coding for this paper. There are three groups oxytocin-oxytocin, placebo-placebo, oxytocin-placebo~ consult dr. hu and seek data. advice from dr. hu on how to group the experimental vs. control group and how long should be the intrusion measure (0-5, 0-2, 3-5).",0,,,,Film,Yes,Pharmacological,NA,NA,NA
103,1,1,405,SZ,89,1,Behavioural,NA,Positive/Negative CBM training,405,2009,Published,Journal Article,Behaviour Research and Therapy,Reducing depressive intrusions via a computerized cognitive bias modification of appraisals task: developing a cognitive vaccine,"Lang, Tamara J.; Moulds, Michelle L.; Holmes, Emily A.",?tamara.lang@psych.ox.ac.uk,10.1016/j.brat.2008.11.002,Web of Science,England,Europe,2,48,24,0.5,29.52,Between-subject,1,1,0,0,1,1,0,0,0,1,1,6,page 143,Positive CBM training,Positive CBM training,Decrease,Negative CBM training,Negative CBM training,Positive vs. Negative CBM training,Indirect emotion,Task,Experimental Task,24,24,48,Pre,Depressing film,Trauma film,5,?13 min35s,Intrusion Frequency,Involuntary memory,Daily diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image/Thought Combined,Positive,?Participants in the negative condition reported significantly more intrusions compared to the positive condition,NA,NA,No,NA,3.08,,1.91,5.75,,4.19,-2.67,?t(46) = 2.83,,0.008,0.82,Cohen's d,,0,,,,Film,No,Behavioural,Indirect,Emotion,Task
103,,,406,SZ,89,1,Behavioural,NA,Positive/Negative CBM training,406,2009,Published,Journal Article,Behaviour Research and Therapy,Reducing depressive intrusions via a computerized cognitive bias modification of appraisals task: developing a cognitive vaccine,"Lang, Tamara J.; Moulds, Michelle L.; Holmes, Emily A.",?tamara.lang@psych.ox.ac.uk,10.1016/j.brat.2008.11.002,Web of Science,England,Europe,2,48,24,0.5,29.52,Between-subject,1,1,0,0,1,1,0,0,0,1,1,6,page 143,Positive CBM training,Positive CBM training,Decrease,Negative CBM training,Negative CBM training,Positive vs. Negative CBM training,Indirect emotion,Task,Experimental Task,Not Provided,Not Provided,43,Pre,Depressing film,Trauma film,5,?13 min35s,Mean Emotional Distress,Emotion,Daily diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image/Thought Combined,Null,?No differences between conditions in the subjective distress reported associated with intrusions,NA,NA,No,NA,Not provided,,Not provided,Not provided,,Not provided,#VALUE!,?t(41) = 0.91,,0.37,Not provided,Not provided,,0,No direction information,,,Film,No,Behavioural,Indirect,Emotion,Task
103,,,407,SZ,89,1,Behavioural,NA,Positive/Negative CBM training,407,2009,Published,Journal Article,Behaviour Research and Therapy,Reducing depressive intrusions via a computerized cognitive bias modification of appraisals task: developing a cognitive vaccine,"Lang, Tamara J.; Moulds, Michelle L.; Holmes, Emily A.",?tamara.lang@psych.ox.ac.uk,10.1016/j.brat.2008.11.002,Web of Science,England,Europe,2,48,24,0.5,29.52,Between-subject,1,1,0,0,1,1,0,0,0,1,1,6,Extracted from Figure 1,Positive CBM training,Positive CBM training,Decrease,Negative CBM training,Negative CBM training,Positive vs. Negative CBM training,Indirect emotion,Task,Experimental Task,24,24,48,Pre,Depressing film,Trauma film,5,?13 min35s,Intrusion Frequency,Involuntary memory,Intrusion provocation task,Lab-based intrusion monitoring task,8th day post trauma film,2min,Real Time,Image/Thought Combined,Null,?There was no difference between conditions for combined intrusions during provocation task,NA,NA,No,NA,9,1.33,6.53,18.78,4.89,23.95,-9.78,?t(46) = - 1.92,,0.066,0.55,Cohen's d,Stats extracted from Fig1,0,,,,Film,No,Behavioural,Indirect,Emotion,Task
103,,,408,SZ,89,1,Behavioural,NA,Positive/Negative CBM training,408,2009,Published,Journal Article,Behaviour Research and Therapy,Reducing depressive intrusions via a computerized cognitive bias modification of appraisals task: developing a cognitive vaccine,"Lang, Tamara J.; Moulds, Michelle L.; Holmes, Emily A.",?tamara.lang@psych.ox.ac.uk,10.1016/j.brat.2008.11.002,Web of Science,England,Europe,2,48,24,0.5,29.52,Between-subject,1,1,0,0,1,1,0,0,0,1,1,6,page 144,Positive CBM training,Positive CBM training,Decrease,Negative CBM training,Negative CBM training,Positive vs. Negative CBM training,Indirect emotion,Task,Experimental Task,Not Provided,Not Provided,47,Pre,Depressing film,Trauma film,5,?13 min35s,Mean Emotional Distress,Emotion,Intrusion provocation task,Lab-based intrusion monitoring task,8th day post trauma film,2min,Real Time,Image/Thought Combined,Positive,?Negative condition reported significantly greater distress associated with intrusions during the provocation task than those in the positive condition,NA,NA,No,NA,Not provided,,Not provided,Not provided,,Not provided,#VALUE!,?t(41) = 2.39,,0.02,-0.52,Cohen's d,,0,,-1,1,Film,No,Behavioural,Indirect,Emotion,Task
